Identifier,State,Year,Incident-Specific Disclosure,Incident-Specific Disclosure_Citation,Incident-Specific Disclosure_Explain,Online,Online_Law,Online_Speed_Reqd,Online_Speed_HowFast,Online_Searchable,Online_Searchable_Law,Online_Downloadable,Online_Downloadable_Law,SponsorID,SponsorID_explained,SpecialSponsorID,SpecialSponsorID_Explained,Advertising,AdvertisingExplain,DiscloseToShareholders,DiscloseToSharegolders_Citation,DiscloseToShareholders_Explained
"FL2016","FL",2016,,,,,,,,,,,,,,,,,,,,
"GA1996","GA",1996,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA1998","GA",1998,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA2000","GA",2000,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA2002","GA",2002,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA2004","GA",2004,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA2006","GA",2006,,,,"No",,,,,,,,"Yes","All literature connected to a political campaign must bear the name and address of the person or organization distributing, circulating, disseminating, or publishing the literature.","No",,"No",,"No",,
"GA2008","GA",2008,,,,"No",,,,,,,,"No",,"No",,"No",,"No",,
"GA2010","GA",2010,,,,"No",,,,,,,,"No",,"No",,"No",,"No",,
"GA2012","GA",2012,,,,"No",,,,,,,,"No",,"No",,"No",,"No",,
"GA2014","GA",2014,,,,"No",,,,,,,,"No",,"No",,"No",,"No",,
"GA2016","GA",2016,,,,,,,,,,,,,,,,,,,,
"HI1996","HI",1996,,,,"No",,,,,,,,"Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI1998","HI",1998,,,,"No",,,,,,,,"Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2000","HI",2000,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2002","HI",2002,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2004","HI",2004,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2006","HI",2006,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2008","HI",2008,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2010","HI",2010,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2012","HI",2012,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2014","HI",2014,,,,"No",,,,,,,,"Yes","(a) All advertisements shall contain the name and address of the candidate, committee, party, or person
paying for the advertisement. If an advertisement is not authorized by a candidate or a candidate’s
committee, the advertisement shall contain the name and address of the person paying for the
advertisement.
(b) In addition to subsection (a), no candidate or committee shall cause or submit any advertisement in
support of a candidate, against a candidate’s opponent, or with regard to a ballot issue to be published,
broadcast, televised, or otherwise circulated and distributed except under the following conditions:
(1) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated with the approval and authority of the candidate,
provided that in the event that the literature or advertisement is paid for by a candidate, committee
directly associated with a candidate, or ballot issue committee, the notice of approval and authority
need not be included; or
(2) The advertisement shall contain a notice in a prominent location that the literature or advertisement
is published, broadcast, televised, or circulated without the approval and authority of the candidate.

For Independent Expenditures: require Super PACs to identify up to three top contributors to the Super PACs’ political advertisement in the advertisement itself (if the Super PACs cannot identify any top contributors to its advertisement, then the Super PACs must disclose its three top contributors in general). For purposes of this part, ""top contributor"" means a contributor who has contributed an aggregate amount of $ 10,000 or more to a noncandidate committee within a twelve-month period prior to the purchase of an advertisement.","Yes","(1) If authorized by a candidate, ad must contain the name and address of the candidate, committee, or party which paid for the ad and, if the ad is in support or opposition of a candidate, it must include a notice in a ""prominent location"" of the ad that the ad is authorized or approved by the candidate. 
(2) If the ad is not authorized by the candidate, the ad should include the name and address of the person or entity paying for the ad and, if an ad is in opposition or support of a candidate, must include a notice in a ""prominent location"" of that ad that the ad is not authorized by the candidate
Historic Code: 1995 Haw. Laws Ch.10 § 2; Current Code: Haw. Rev. Stat. §  11-215.","No",,"No",,
"HI2016","HI",2016,,,,,,,,,,,,,,,,,,,,
"IA1996","IA",1996,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA1998","IA",1998,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2000","IA",2000,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2002","IA",2002,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2004","IA",2004,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2006","IA",2006,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2008","IA",2008,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2010","IA",2010,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2012","IA",2012,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2014","IA",2014,,,,"No",,,,,,,,"Yes","Ad must include an attribution statement.  This is done by placing the words ""Paid for by [organization paying for the ad].""","No",,"No",,"No",,
"IA2016","IA",2016,,,,,,,,,,,,,,,,,,,,
"ID1996","ID",1996,,,,,,,,,,,,,,,,,,,,
"ID1998","ID",1998,,,,"No",,,,,,,,"No",,"No",,"No",,"No",,
"ID2000","ID",2000,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2002","ID",2002,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2004","ID",2004,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2006","ID",2006,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2008","ID",2008,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2010","ID",2010,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2012","ID",2012,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2014","ID",2014,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"ID2016","ID",2016,,,,"No",,,,,,,,,,"No",,"No",,"No",,
"IL1996","IL",1996,"No",,,"No","No",,,"No","No",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","No",,"No",,
"IL1998","IL",1998,"No",,,"No","No",,,"No","No",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","No",,"No",,
"IL2000","IL",2000,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-3] - Disclosure on political literature. Any pamphlet, circular, handbill, advertisement, or other political literature that supports or opposes any public official, candidate for public office, or question of public policy, or that would have the effect of supporting or opposing any public official, candidate for public office, or question of public policy, shall contain the name of the individual or organization that authorized, caused to be authorized, paid for, caused to be paid for, or distributed the pamphlet, circular, handbill, advertisement, or other political literature. If the individual or organization includes an address, it must be an actual personal or business address of the individual or business address of the organization.
This Section does not apply to items, the size of which is not sufficient to contain the required disclosure.","No",,
"IL2002","IL",2002,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-3] - Disclosure on political literature. Any pamphlet, circular, handbill, advertisement, or other political literature that supports or opposes any public official, candidate for public office, or question of public policy, or that would have the effect of supporting or opposing any public official, candidate for public office, or question of public policy, shall contain the name of the individual or organization that authorized, caused to be authorized, paid for, caused to be paid for, or distributed the pamphlet, circular, handbill, advertisement, or other political literature. If the individual or organization includes an address, it must be an actual personal or business address of the individual or business address of the organization.
This Section does not apply to items, the size of which is not sufficient to contain the required disclosure.","No",,
"IL2004","IL",2004,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2006","IL",2006,"No",,,"Yes","Yes",,,"Yes","Yes",,,"Yes",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2008","IL",2008,"No",,,"Yes","Yes",,,"Yes","Yes",,,"Yes",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2010","IL",2010,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2012","IL",2012,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2014","IL",2014,"No",,,"Yes","Yes",,,"Yes","Yes",,,"No",,"Yes","10 ILCS 5/9-8 (1996) Any political committee which solicits or receives contributions or makes expenditures on behalf of any candidate that is not authorized in writing by such candidate to do so shall include a notice on the face or front page of all literature and advertisements published and following all commercials broadcast, that are authorized by the committee and that mention the candidate, stating that the committee is not authorized by such candidate and that such candidate is not responsible for the activities of such committee.","Yes","[10 ILCS 5/9-9.5] – any political communication directed at voters mentioning candidates name must disclose name of political committee responsible for the communication within the communication its. Disclosures in political communications. Any political committee, organized under the Election Code [10 ILCS 5/1-1 to 10 ILCS 5/30-3], that makes an expenditure for a pamphlet, circular, handbill, Internet communication, radio, television, or print advertisement, or other communication directed at voters and mentioning the name of a candidate in the next upcoming election shall ensure that the name of the political committee paying for any part of the communication, including, but not limited to, its preparation and distribution, is identified clearly within the communication as the payor. This Section does not apply to items that are too small to contain the required disclosure. Nothing in this Section shall require disclosure on any telephone communication using random sampling or other scientific survey methods to gauge public opinion for or against any candidate or question of public policy.","No",,
"IL2016","IL",2016,,,,,,,,,,,,,,,,,,,,
"IN1996","IN",1996,,,,"No","No","No",,,,,,"Yes","Purchaser of advertisement supporting or opposing candidate must include the following statement or its equivalent:

  ""Paid for by          (insert the name of the individual who paid for the 
advertisement and, if the advertisement is paid for by an organization or a 
committee, include the name of the chairman or treasurer of the organization 
or committee) and (if presented in support of a candidate or more than one (1) 
candidate) presented          (insert either ""with"" or ""without"") the approval 
of          (insert the name of each candidate), candidate for          (the 
office or offices for which each candidate is running).""","No",,"No",,"No",,
